SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,purchase_frequency,avg_transaction_value,total_spend,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,-1.2774445836787656,-1.1603229160349193,-0.9942419353101233,0,-1.7092683965157238,-2.417813406909585,-1.5335088844351217,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.06632741908223598,-0.2596289419448806,-0.17324412574959375,0,0.0,1.5663265617458784,0.8684122981853576,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,-1.2367242199587352,-0.3626603559551803,-0.9596740712020441,1,1.1395122643438158,0.13849611237207685,1.0350312237617194,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.5142514200025698,-0.7465354629935549,-0.19476626336477718,0,-1.1395122643438158,-0.2548321905278889,-1.0988428969522004,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,-1.2367242199587352,0.19736523310080326,-0.9404697022531111,1,0.0,-0.17305181409398354,-0.1802079306194245,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.9924020376385531,1.1595456961969886,-0.6451859741727949,1,0.0,-0.058471282791896236,-0.11113068749654577,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.4223169455581282,0.8089065291619363,-0.14679948896704018,0,-1.1395122643438158,-1.6673329279545699,-1.382694658217601,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0,-0.9109613101984924,-1.1636465100352518,-0.8741373704237511,0,0.5697561321719079,-0.01389657742068729,0.39882575555689553,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.1779947632379461,1.330710787214099,0.3373492744317471,1,-1.1395122643438158,-1.622387120136169,-1.3736624882705664,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,1.2064976032430856,-0.28621769394753876,0.5324391741681479,0,1.1395122643438158,0.34064091682072306,1.2381431841771617,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,-0.7888002190384014,-0.4922805219681379,-0.7480728289670203,0,-0.5697561321719079,-0.5366818484379339,-0.7774561732459038,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,-0.6666391278783103,-1.5225946620711341,-0.8631445247495343,0,1.1395122643438158,-0.008059666072720776,0.8877742534362898,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,1.0436161483629645,1.182810854199314,1.5006704790038297,0,0.5697561321719079,0.631400214341478,0.9175331120268196,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False
0,0.6771328748826912,1.2941512532104444,1.2160043388136705,1,-0.5697561321719079,0.6503502957341267,-0.30037158720068907,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0,-0.30015585439803716,1.3539759452164248,0.1784165658888543,0,-1.1395122643438158,-0.6291897363274344,-1.174072626680897,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,1.4915401492832983,1.611554480242174,2.478128710529918,0,0.0,0.15623799022594134,0.01831123849598588,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0.7992939660427822,-1.4660935640654862,-0.5558083996047153,0,0.5697561321719079,0.4019475712430822,0.7330927499236835,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,1.5729808767233588,1.393859073220412,2.251693748830891,0,-1.1395122643438158,0.7003536997613917,-0.9068917070445593,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
0,-0.9109613101984924,-0.31779183695069496,-0.774164281952812,1,2.8487806608595396,0.3452583590199005,2.9085576800929327,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
0,-0.46303730927815856,0.8404806721650927,-0.18498748699192968,0,-1.7092683965157238,-2.417813406909585,-1.5335088844351217,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
1,-1.2774445836787656,-0.8346107040023594,-0.9899154337997889,1,1.1395122643438158,0.11727647444167677,1.0137100610877399,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
0,-0.8295205827584317,-1.4943441130683104,-0.9181308271079157,0,0.0,2.1937335648216565,1.2466575864202258,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,-1.2774445836787656,-1.4827115340671475,-0.9985242888458623,1,0.0,0.52805083353046,0.2424663011517934,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,1.0436161483629645,-0.1615829189350795,0.5400105518112329,0,0.5697561321719079,0.009494805045311541,0.4176283938436625,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False
0,0.6771328748826912,-0.17155370093607614,0.30390718367584674,0,0.0,0.050161006428066174,-0.04563946513820127,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,-0.0965540357978854,-0.31446824295036285,-0.3316912065719389,0,0.0,0.7390278762222589,0.3696581748999117,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.5956921474426305,1.1495749141959914,1.0892334297634156,1,0.0,1.0643044726489854,0.5657578986331898,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,-1.2774445836787656,-1.1486903370337564,-0.9940874173990399,1,0.0,1.651149978246752,0.9195498491947528,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1.6137012404433893,0.8471278601657574,1.804563062130219,0,0.5697561321719079,0.1685705197656383,0.5454978401426552,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,-0.62591876415828,-0.0020504069191315333,-0.5248385954261489,1,0.0,1.1830042411148975,0.6373185090769627,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
1,1.5729808767233588,1.0498670941860242,1.9800512611463297,0,-0.5697561321719079,-0.7778878361852322,-0.8744001855719647,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False
1,-1.2367242199587352,1.0216165451832002,-0.9272253098745368,0,-1.7092683965157238,-2.417813406909585,-1.5335088844351217,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0,-0.21871512695797646,0.046141706085686136,-0.17988839592617856,0,-0.5697561321719079,0.20957601481439683,-0.47752484828498654,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True
0,-1.2774445836787656,-1.481049737066981,-0.9985022148585647,0,-1.1395122643438158,-0.6090388734449453,-1.1700231718603404,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
1,-1.2774445836787656,-0.6484894399837535,-0.9874431472224551,0,0.0,0.2898242682877551,0.09884648914190704,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.6137012404433893,1.1678546811978192,2.1940585679967946,0,-1.1395122643438158,2.1990403298164924,-0.6057202964716641,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,-1.1145631287986442,0.16412929309748078,-0.8675151742344638,1,-0.5697561321719079,1.6819249740459754,0.11423249980185864,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.5549717837226001,0.33363258711442517,0.5590824768363802,0,-0.5697561321719079,-1.4465163689486693,-1.1431312122232746,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
0,0.06632741908223598,1.3822264942192488,0.559501882595035,1,1.1395122643438158,0.5096187051248204,1.407929441819168,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.8702409464784621,1.099721004191008,-0.5194083945509333,1,-1.1395122643438158,0.7211089294864492,-0.9027208005403555,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0,-0.9109613101984924,-0.5055748979694671,-0.79740819057721,0,0.0,0.47198255522338256,0.2086643799345834,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,1.5322605130033284,0.14751132309581955,1.1436237344647615,0,-1.7092683965157238,-2.417813406909585,-1.5335088844351217,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False
0,-0.62591876415828,-1.462769970065154,-0.82277120198218,0,0.5697561321719079,-1.1668893496241237,-0.5279816306465693,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,1.247217966963116,0.5014740841312035,1.1388116052338793,0,0.0,0.7532782101944058,0.3782492834694901,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False
0,-0.7888002190384014,0.3801629031190768,-0.5741298090617433,0,0.0,-0.2795635179014249,-0.24442071420253456,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
0,0.6771328748826912,0.6560212051466532,0.7173088177857488,0,0.5697561321719079,0.9023315081088014,1.1353151573880818,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,-1.2367242199587352,-0.5155456799704636,-0.9645965703694143,0,-1.1395122643438158,-0.7138647118494319,-1.1910886467792732,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-1.2367242199587352,0.5280628361338618,-0.9437808003477547,1,-1.7092683965157238,-2.417813406909585,-1.5335088844351217,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0.7992939660427822,0.4981504901308714,0.8546531667515656,0,0.0,-0.7016130296285868,-0.4988619914436568,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
0,1.4915401492832983,-0.020330173920958795,0.8706788815296407,0,-1.1395122643438158,-1.289969452332775,-1.306860866167606,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False
1,0.43281069256250915,0.8471278601657574,0.687310269048278,0,-1.7092683965157238,-2.417813406909585,-1.5335088844351217,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,-0.7073594915983407,1.141265929195161,-0.3776933961001872,1,0.5697561321719079,1.0501071533121522,1.2541012961890305,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
1,-0.30015585439803716,0.1574821050968162,-0.23366062898319062,0,0.0,0.22841211474112205,0.061822902211104855,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
1,-0.9924020376385531,0.5280628361338618,-0.7278309826150992,1,0.0,1.1849286723767605,0.6384786922654881,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,1.125056875803025,0.33529438411459117,0.9599681601485298,0,-1.1395122643438158,-2.092648141217015,-1.468164682535929,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False
1,-0.5851984004382496,1.0199547481830342,-0.2337047769577859,1,-0.5697561321719079,0.2722631703403088,-0.452330016122045,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,1.247217966963116,1.1595456961969886,1.7788468669284871,0,0.0,0.5183756625858288,0.23663342423978426,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False
1,1.369379058123207,1.4520219682262263,2.116645094544028,0,-1.1395122643438158,0.8714372293801234,-0.8725112922815552,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False
0,0.06632741908223598,-1.3231790220511994,-0.612604768921502,0,1.7092683965157238,-0.33062986536671685,0.9830946485178025,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,1.6137012404433893,1.42044782522307,2.4598293750601874,0,-1.7092683965157238,-2.417813406909585,-1.5335088844351217,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,0.5956921474426305,1.1877962451998125,1.070669206446114,0,2.2790245286876316,0.3522406704976036,2.3631213649297846,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,1.125056875803025,0.8354952811645946,1.398953545536378,0,0.0,0.8600867959596007,0.44264104848113306,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,1.6137012404433893,-0.7531826509942192,0.3002429017844411,0,-0.5697561321719079,0.3948780696240876,-0.40304939743367857,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,-0.5851984004382496,-0.34438058895335305,-0.5848798408756862,0,-1.1395122643438158,1.4842811121354074,-0.7493560889662412,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False
0,-0.9516816739185228,0.9850570111795457,-0.6289615935090412,1,0.5697561321719079,0.43993520817664555,0.7636282600701686,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,-1.1960038562387048,0.3502505571160864,-0.8996548997398044,0,0.0,0.2987095211662212,0.10420314761014096,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False
0,0.5956921474426305,0.46989994112804756,0.6041354849108307,0,1.7092683965157238,-0.2925653572119495,1.0289906005487348,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
